image,caption_number,caption,id
6253003614.jpg,0,Một cầu thủ bóng đá mặc đồng phục trắng chạy lướt qua những cầu thủ khác đang ở trên sân trong khi một người hâm mộ đang ăn mừng vì bóng đi vào lưới,28419
6253003614.jpg,1,Ba người đàn ông đang chơi bóng đá với một số khán giả,28419
6253003614.jpg,2,Cầu thủ bóng đá đang trong trận đấu với một quả bóng đi vào lưới,28419
6253003614.jpg,3,Những đứa trẻ này đang vui vẻ chơi đá bóng trên sân,28419
6253003614.jpg,4,Một bàn thắng đã được ghi trong một trận bóng đá,28419
6271611352.jpg,0,Năm cậu bé hai người mặc áo xanh lá ba người mặc trang phục màu xanh dương đang chơi bóng đá trên sân với một hàng rào ở phía sau,28441
6271611352.jpg,1,Một số đứa trẻ đang chơi với một quả bóng bên ngoài trời,28441
6271611352.jpg,2,Năm đứa trẻ trẻ đang tham gia vào một trò chơi bóng đá,28441
6271611352.jpg,3,Năm cậu bé đang chơi bóng đá,28441
6271611352.jpg,4,Năm bé trai đang chơi bóng đá,28441
6283123175.jpg,0,Một cầu thủ bóng chuyền nữ đang nhảy đến một quả bóng chuyền ở phía đối diện của đội màu xanh,28477
6283123175.jpg,1,Một cầu thủ bóng chuyền nhảy lên để chạm được quả bóng trong một trận bóng chuyền nữ,28477
6283123175.jpg,2,Một cô gái đang nhảy lên đánh bóng trong một cuộc thi bóng chuyền trung học,28477
6283123175.jpg,3,Một đội bóng chuyền nữ đang tham gia thi đấu bóng chuyền,28477
6283123175.jpg,4,Một đội bóng chuyền nữ đang tập luyện,28477
6309593797.jpg,0,Một người ném bóng đang ném một quả bóng chày đến người bắt bóng là người đang đứng trước một trọng tài và đằng sau người đánh bóng,28528
6309593797.jpg,1,Một người ném bóng ném một quả bóng bay nhanh đến vị trí của người đánh bóng người bắt bóng và trọng tài,28528
6309593797.jpg,2,Một người ném bóng vừa hoàn thành thực hiện việc ném quả bóng về phía người đánh bóng trên sân bóng chày,28528
6309593797.jpg,3,Một nhóm người đàn ông chơi bóng chày với một người đàn ông ném bóng,28528
6309593797.jpg,4,Anh ta vừa thực hiện cú ném bóng và người đánh bóng đã sẵn sàng,28528
6312211170.jpg,0,Cầu thủ bóng đá mặc đồng phục màu xanh và trắng đang nhảy lên không trung,28536
6312211170.jpg,1,Hai thanh niên chơi bóng đá vào một ngày nắng đang nhảy lên vì quả bóng,28536
6312211170.jpg,2,Cầu thủ bóng đá trong trang phục xanh và trắng đấu tranh cho quả bóng trong không trung,28536
6312211170.jpg,3,Các cầu thủ bóng đá trên sân đang đá bóng với nhau,28536
6312211170.jpg,4,Ba chàng trai đang chơi bóng đá,28536
6341181416.jpg,0,Một cầu thủ bóng bầu dục trong một chiếc áo màu xanh với chiếc quần vàng mang theo quả bóng bầu dục trong khi đồng đội của anh ta và đội bóng đối thủ mặc trang phục màu cam và trắng đang chạy ngay phía sau anh ta,28617
6341181416.jpg,1,Một cầu thủ của đội bóng bầu dục đồng phục màu xanh và vàng đang chạy đến vùng an toàn phía khu vực cuối,28617
6341181416.jpg,2,Một cầu thủ bóng bầu dục đang có quả bóng trên tay đang mặc trang phục xanh với đội đối thủ trong trang phục trắng,28617
6341181416.jpg,3,Sáu chàng trai đang chơi bóng bầu dục với nhau và một người có bóng trên tay đang chạy nước rút,28617
6341181416.jpg,4,Một cầu thủ bóng bầu dục trường trung học đang chạy nước rút đến vùng cuối,28617
6342265060.jpg,0,Hai đội bóng đá với một đội trang phục màu xanh lá và đội kia mặc trang phục màu đỏ trong một trận đấu,28623
6342265060.jpg,1,Hai đội một đội mặc màu xanh lá cây một đội mặc trang phục màu đỏ đang tham gia một trận đấu bóng đá,28623
6342265060.jpg,2,Trong một trận bóng đá hai người chơi đang nhảy lên để đánh đầu vào quả bóng,28623
6342265060.jpg,3,Hai cầu thủ bóng đá từ hai đội khác nhau đang nhảy lên không trung,28623
6342265060.jpg,4,Một số người đàn ông mặc đồng phục xanh và đồng phục đỏ đang chơi bóng đá,28623
6362439531.jpg,0,Một người đàn ông vừa ném một quả bóng đến người đàn ông khác người đã vung gậy đánh bóng trong khi người bắt bóng đang quan sát ở phía sau,28646
6362439531.jpg,1,Ba cầu thủ bóng chày đang trong trạng thái chuẩn bị trong một trận đấu trên sân cỏ,28646
6362439531.jpg,2,Ba người đang chơi một trận đấu bóng chày trong trang phục màu trắng,28646
6362439531.jpg,3,Ba chàng trai đang chơi bóng chày trong khu vực có nhiều cây cọ,28646
6362439531.jpg,4,Ba người chơi bóng chày trong trang phục trắng đang chuẩn bị bắt đầu trận đấu,28646
6419839253.jpg,0,Một người đàn ông đá một quả bóng trong tư thế đưa chân thẳng lên không trung ở bên cạnh người đàn ông có một hình xăm lớn trên lưng,28708
6419839253.jpg,1,Ba thanh niên đang chơi bóng đá trên bãi biển trong trang phục quần short và trang phục bãi biển trong khi một số người đang quan sát họ,28708
6419839253.jpg,2,Ba thanh niên đang đá một quả bóng đá trên bãi biển,28708
6419839253.jpg,3,Một người đàn ông với một chiếc áo và hai người đàn ông không mặc áo chơi bóng đá trên cát trước một số khán giả,28708
6419839253.jpg,4,Các vận động viên đang thi đấu trong một cuộc thi bóng đá,28708
6462908751.jpg,0,Bốn chàng trai đang chơi bóng rổ một đội có trang phục vàng và màu xanh lam đội còn lại mặc trang phục đỏ và trắng,28751
6462908751.jpg,1,Một cầu thủ bóng rổ mặc đồ trắng đang quan sát đối thủ của mình người mặc đồ đen đang rê bóng rổ trong trận đấu bóng rổ,28751
6462908751.jpg,2,Học sinh học trung học chơi bóng rổ trong một phòng tập thể dục trong khi rất nhiều khán giả xem,28751
6462908751.jpg,3,Những cầu thủ bóng rổ đang cố gắng ngăn chặn đội đối thủ,28751
6462908751.jpg,4,Một cậu bé đang rê bóng trong một trận bóng rổ,28751
6474862163.jpg,0,Cầu thủ bóng rổ ném bóng vào rổ với quả bóng vừa rời khỏi đầu ngón tay anh ấy,28764
6474862163.jpg,1,Một cầu thủ bóng rổ đang ném bóng vào rổ trong khi đồng đội của anh ta giữ chân thành viên đội đối thủ,28764
6474862163.jpg,2,Một cầu thủ bóng rổ đang thực hiện một cú nhảy ghi bàn trong khi đối thủ đang đứng phía sau anh ta,28764
6474862163.jpg,3,Một người đàn ông trong một bộ đồng phục bóng rổ màu trắng đang đưa bóng vào rổ,28764
6474862163.jpg,4,Một cầu thủ bóng rổ đang ném quả bóng ghi bàn,28764
6474894623.jpg,0,Hai đội bóng rổ trong trận đấu đang xem một quả bóng bay về phía mục tiêu,28766
6474894623.jpg,1,Trận đấu bóng rổ đang diễn ra với hai đội màu trắng và đỏ trên sân,28766
6474894623.jpg,2,Hai đội đang chơi bóng rổ trên sân trong một sân vận động trống rỗng,28766
6474894623.jpg,3,Một cầu thủ bóng rổ vừa thực hiện một cú ném và đang ngã xuống,28766
6474894623.jpg,4,Một trận đấu bóng rổ đang diễn ra,28766
6475050767.jpg,0,Cầu thủ bóng rổ cố gắng vượt qua một hậu vệ của đội màu đỏ,28768
6475050767.jpg,1,Các cầu thủ bóng rổ đang chơi bóng rổ trước một số ít khán giả,28768
6475050767.jpg,2,Một cầu thủ bóng rổ đang rê bóng,28768
6475050767.jpg,3,Những chàng trai đang chơi bóng rổ trong một sân vận động,28768
6475050767.jpg,4,Những chàng trai đang chơi bóng rổ trường đại học,28768
6569938885.jpg,0,Một đội bóng chuyền trong trang phục màu đỏ ở một bên và đội bóng chuyền có trang phục màu vàng và màu xanh là đội đối thủ đang chơi bóng chuyền trên sân,28865
6569938885.jpg,1,Ba thành viên thuộc đội bóng chuyền màu đỏ đang nhảy lên lưới để chặn cú đánh từ đội đối thủ,28865
6569938885.jpg,2,Một cầu thủ trong trang phục màu vàng xanh đánh quả bóng chuyền qua lưới trong khi ba người đội thủ đang ngăn chặn,28865
6569938885.jpg,3,Một đội bóng chuyền đang cố gắng ngăn chặn bóng đi qua lưới,28865
6569938885.jpg,4,Đây là một nhóm cầu thủ bóng chuyền đang tham gia vào một trận đấu bóng chuyền,28865
6638041153.jpg,0,Hai đội bóng chuyền nữ một màu xanh và trắng và một màu xanh lá cây và trắng đang chơi bóng chuyền,28930
6638041153.jpg,1,Các cầu thủ bóng chuyền nữ đang cố gắng giành quyền kiểm soát quả bóng trong không trung,28930
6638041153.jpg,2,Hai người phụ nữ cố gắng chặn một cú đánh bóng trong một trận đấu bóng chuyền,28930
6638041153.jpg,3,Có hai đội đang thi đấu cạnh tranh nhau trong một trận đấu bóng chuyền của phụ nữ,28930
6638041153.jpg,4,Một trận đấu bóng chuyền nữ đang diễn ra trong một phòng tập thể dục,28930
6696752075.jpg,0,Một cậu bé mặc đồng phục đưa găng tay của mình ngay trước khi anh ta bắt bóng chày,28987
6696752075.jpg,1,Cậu bé trong bộ đồng phục bóng chày sắp bắt được một quả bóng chày trong găng tay của mình,28987
6696752075.jpg,2,Một cậu bé trong một bộ trang phục bóng chày đang bắt bóng chày,28987
6696752075.jpg,3,Một cậu bé trong bộ đồng phục bóng chày đang bắt bóng,28987
6696752075.jpg,4,Một cậu bé đang chơi bóng chày,28987
6706751023.jpg,0,Một cầu thủ bóng rổ trong một bộ đồng phục màu trắng đang rê bóng rổ qua một cầu thủ trong bộ đồng phục màu đen,28996
6706751023.jpg,1,Một cô gái mặc đồng phục bóng rổ trắng đang rê bóng rổ qua một cô gái mặc đồng phục màu đen,28996
6706751023.jpg,2,Một cầu thủ bóng rổ nữ đang rê bóng rổ qua một cầu thủ khác,28996
6706751023.jpg,3,Hai người phụ nữ cạnh tranh trong một trận đấu bóng rổ nữ,28996
6706751023.jpg,4,Một cầu thủ bóng rổ cố gắng giữ bóng,28996
6797626960.jpg,0,Một cậu bé đang mặc đồ màu đỏ và đen đang nhảy lên để đánh văng một quả bóng rổ ra khỏi bàn tay của một cậu bé mặc đồ màu trắng và cam trong khi một đám đông đang quan sát,29106
6797626960.jpg,1,Cầu thủ bóng rổ trong bộ đồng phục màu cam cố gắng chặn cú ném của người chơi trong bộ đồng phục trắng,29106
6797626960.jpg,2,Người đàn ông cố gắng ghi bàn trong trận đấu trong khi một người khác đang cố gắng chặn cú ném,29106
6797626960.jpg,3,Một trận đấu bóng rổ trung học đang diễn ra giữa hai đội đỏ và trắng,29106
6797626960.jpg,4,Một cậu bé thực hiện một cú ném trong khi đội của anh ta đang dõi theo,29106
6822696890.jpg,0,Ba người chơi bóng rổ xe lăn mặc đồng phục đang cố gắng lấy quả bóng rổ đang rơi xuống,29140
6822696890.jpg,1,Bốn chàng trai trong xe lăn trên sân bóng rổ đang cố gắng nắm lấy một quả bóng rổ ở giữa không trung,29140
6822696890.jpg,2,Môn thể thao mới đang được chơi để thể hiện sự đánh giá cao đối với những đứa trẻ khuyết tật,29140
6822696890.jpg,3,Hai người đàn ông trong xe lăn đang vươn tay với lấy một quả bóng rổ,29140
6822696890.jpg,4,Hai người đàn ông trong xe lăn đang chơi bóng rổ,29140
6828313172.jpg,0,Cầu thủ bóng rổ đang vươn tới quả bóng rổ trong khi nó bay trên không trung,29155
6828313172.jpg,1,Một đội bóng rổ đang thực hiện một cú ném trong khi ba người đàn ông cố gắng đoạt được bóng,29155
6828313172.jpg,2,Một nhóm các chàng trai chơi bóng rổ trong một phòng tập thể dục trogn khi người hâm mộ đang quan sát họ,29155
6828313172.jpg,3,Những người đàn ông đang chơi bóng rổ trên sân,29155
6828313172.jpg,4,Những cầu thủ bóng rổ đang cạnh tranh quả bóng với nhau,29155
6858393129.jpg,0,Trong một trận đấu bóng rổ một cầu thủ đang cố gắng ném bóng trong khi bị ngăn chặn bởi hai cầu thủ phòng ngự đội xanh,29237
6858393129.jpg,1,Hai người đàn ông mặc đồng phục bóng rổ màu xanh đang cố gắng để có được bóng từ một người đàn ông trong bộ đồng phục bóng rổ màu trắng người đang ở giữa không trung,29237
6858393129.jpg,2,Một người đàn ông ở giữa không trung với một quả bóng rổ và hai người đàn ông từ đội đối thủ cố gắng phòng thủ anh ta,29237
6858393129.jpg,3,Ba người đàn ông chơi bóng rổ một người đàn ông giữ bóng và hai người ngăn chặn anh ta,29237
6858393129.jpg,4,Một người chơi trong trang phục màu trắng đang cố gắng nhảy lên ném bóng,29237
6871582253.jpg,0,Một cầu thủ bóng rổ mặc đồng phục màu xanh đang cố gắng ghi bàn trong sự ngăn chặn của các cầu thủ đội màu trắng,29268
6871582253.jpg,1,Một người đàn ông mặc đồng phục màu xanh cố gắng ném một quả bóng trong trận đấu bóng rổ trong khi được bao quanh bởi ba người đàn ông mặc đồng phục trắng,29268
6871582253.jpg,2,Ba cầu thủ bóng rổ đang chơi bóng rổ một người đang cố gắng để đưa bóng ra khỏi các cầu thủ đối phương,29268
6871582253.jpg,3,Một người đàn ông cố gắng ghi bàn trong khi được bao quanh bởi những đối thủ,29268
6871582253.jpg,4,Một trong những cầu thủ sắp đi ghi bàn,29268
6889203488.jpg,0,Hai chàng trai đang luyện tập kỹ năng đá bóng của họ trong khi bạn bè của họ đứng cạnh khung thành và quan sát,29323
6889203488.jpg,1,Một cậu bé đá một quả bóng đá vào lưới trong khi thủ môn đang nhảy lên đỡ quả bóng,29323
6889203488.jpg,2,Các vận động viên trẻ đang tập luyện trong nỗ lực chặn một quả bóng đang bay vào lưới,29323
6889203488.jpg,3,Hai đứa trẻ đang tập luyện đá bóng trong khi năm người khác quan sát họ,29323
6889203488.jpg,4,Tám thanh niên đang luyện tập kỹ năng bóng đá,29323
6897153076.jpg,0,Một cầu thủ trong bộ đồng phục màu vàng và một người trong bộ đồng phục màu xanh đang cạnh tranh cho một quả bóng rổ trong một trận đấu,29347
6897153076.jpg,1,Một cầu thủ bóng rổ trong một bộ đồng phục màu vàng cố gắng rê bóng trong khi bị ngăn chặn bởi một người chơi trong bộ đồng phục màu xanh,29347
6897153076.jpg,2,Một cầu thủ bóng rổ trong một chiếc áo vàng rê bóng trong khi một người đàn ông mặc áo xanh ngăn chặn anh ta,29347
6897153076.jpg,3,Hai cầu thủ bóng rổ chuyên nghiệp cố gắng kiểm soát bóng,29347
6897153076.jpg,4,Hai cầu thủ bóng rổ nam tham gia trò chơi chuyên nghiệp,29347
6910820943.jpg,0,Ba cầu thủ bóng đá một người trong trang phục xanh đỏ sở hữu quả bóng và người mặc áo trắng đang cố gắng đánh cắp nó đi,29380
6910820943.jpg,1,Cầu thủ bóng đá đang ở trên sân một người sắp đá một quả bóng và một người khác cố gắng đánh cắp nó từ anh ta,29380
